SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Aug 15 16:32:51 PDT 2024
User: Miriad Lab
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4H10946
Integration Time (usec): 100000 (USB4H10946)
Spectra Averaged: 1 (USB4H10946)
Boxcar Smoothing: 0 (USB4H10946)
Correct for Electrical Dark: No (USB4H10946)
Strobe/Lamp Enabled: No (USB4H10946)
Correct for Detector Non-linearity: No (USB4H10946)
Correct for Stray Light: No (USB4H10946)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
546.08	1185.77
546.19	1185.77
546.29	1185.77
546.40	1241.07
546.50	1179.63
546.61	1411.05
546.71	1437.67
546.81	1382.38
546.92	1452.01
547.02	1501.16
547.13	1380.33
547.23	1419.24
547.33	1462.25
547.44	1558.50
547.54	1333.23
547.65	1462.25
547.75	1486.83
547.85	1398.76
547.96	1411.05
548.06	1421.29
548.17	1366.00
548.27	1378.28
548.37	1363.95
548.48	1275.88
548.58	1488.87
548.69	1339.37
548.79	1378.28
548.89	1427.43
549.00	1435.63
549.10	1447.91
549.20	1456.11
549.31	1415.15
549.41	1492.97
549.52	1325.04
549.62	1372.14
549.72	1322.99
549.83	1495.02
549.93	1406.95
550.04	1429.48
550.14	1482.73
550.24	1415.15
550.35	1392.62
550.45	1415.15
550.55	1400.81
550.66	1396.71
550.76	1468.39
550.87	1374.19
550.97	1351.66
551.07	1429.48
551.18	1538.02
551.28	1419.24
551.38	1415.15
551.49	1288.17
551.59	1503.21
551.69	1390.57
551.80	1431.53
551.90	1298.41
552.01	1390.57
552.11	1376.24
552.21	1427.43
552.32	1406.95
552.42	1497.07
552.52	1357.80
552.63	1452.01
552.73	1447.91
552.83	1449.96
552.94	1419.24
553.04	1427.43
553.15	1433.58
553.25	1406.95
553.35	1427.43
553.46	1478.63
553.56	1460.20
553.66	1355.76
553.77	1382.38
553.87	1370.09
553.97	1390.57
554.08	1335.28
554.18	1394.67
554.28	1372.14
554.39	1466.35
554.49	1386.47
554.59	1382.38
554.70	1341.42
554.80	1402.86
554.90	1402.86
555.01	1398.76
555.11	1419.24
555.21	1468.39
555.32	1398.76
555.42	1357.80
555.52	1411.05
555.63	1415.15
555.73	1341.42
555.83	1529.83
555.94	1404.91
556.04	1417.19
556.14	1378.28
556.25	1411.05
556.35	1433.58
556.45	1404.91
556.56	1368.04
556.66	1396.71
556.76	1388.52
556.87	1415.15
556.97	1415.15
557.07	1402.86
557.18	1398.76
557.28	1568.74
557.38	1437.67
557.49	1396.71
557.59	1443.82
557.69	1406.95
557.80	1390.57
557.90	1429.48
558.00	1335.28
558.11	1441.77
558.21	1396.71
558.31	1404.91
558.41	1413.10
558.52	1386.47
558.62	1431.53
558.72	1484.78
558.83	1562.60
558.93	1507.30
559.03	1509.35
559.14	1486.83
559.24	1345.52
559.34	1437.67
559.45	1347.56
559.55	1425.39
559.65	1419.24
559.75	1292.27
559.86	1521.64
559.96	1294.32
560.06	1486.83
560.17	1345.52
560.27	1355.76
560.37	1460.20
560.48	1339.37
560.58	1378.28
560.68	1411.05
560.78	1411.05
560.89	1476.59
560.99	1482.73
561.09	1429.48
561.20	1386.47
561.30	1538.02
561.40	1501.16
561.50	1429.48
561.61	1386.47
561.71	1519.59
561.81	1454.06
561.92	1380.33
562.02	1423.34
562.12	1437.67
562.22	1435.63
562.33	1490.92
562.43	1523.69
562.53	1427.43
562.63	1462.25
562.74	1386.47
562.84	1292.27
562.94	1337.32
563.05	1357.80
563.15	1386.47
563.25	1492.97
563.35	1310.70
563.46	1314.80
563.56	1388.52
563.66	1392.62
563.76	1306.60
563.87	1325.04
563.97	1431.53
564.07	1384.43
564.18	1538.02
564.28	1509.35
564.38	1413.10
564.48	1339.37
564.59	1468.39
564.69	1449.96
564.79	1320.94
564.89	1419.24
565.00	1349.61
565.10	1480.68
565.20	1409.00
565.30	1474.54
565.41	1419.24
565.51	1476.59
565.61	1372.14
565.71	1370.09
565.82	1357.80
565.92	1419.24
566.02	1394.67
566.12	1476.59
566.23	1402.86
566.33	1413.10
566.43	1495.02
566.53	1398.76
566.64	1492.97
566.74	1372.14
566.84	1503.21
566.94	1339.37
567.05	1497.07
567.15	1402.86
567.25	1495.02
567.35	1347.56
567.45	1392.62
567.56	1437.67
567.66	1456.11
567.76	1406.95
567.86	1363.95
567.97	1345.52
568.07	1476.59
568.17	1386.47
568.27	1513.45
568.38	1474.54
568.48	1484.78
568.58	1466.35
568.68	1527.78
568.78	1505.26
568.89	1392.62
568.99	1419.24
569.09	1538.02
569.19	1366.00
569.30	1390.57
569.40	1406.95
569.50	1441.77
569.60	1320.94
569.70	1417.19
569.81	1398.76
569.91	1460.20
570.01	1404.91
570.11	1542.12
570.21	1447.91
570.32	1503.21
570.42	1353.71
570.52	1421.29
570.62	1431.53
570.72	1374.19
570.83	1370.09
570.93	1527.78
571.03	1337.32
571.13	1372.14
571.24	1423.34
571.34	1429.48
571.44	1441.77
571.54	1306.60
571.64	1480.68
571.75	1353.71
571.85	1527.78
571.95	1347.56
572.05	1345.52
572.15	1349.61
572.25	1445.87
572.36	1431.53
572.46	1492.97
572.56	1347.56
572.66	1554.41
572.76	1370.09
572.87	1439.72
572.97	1492.97
573.07	1382.38
573.17	1396.71
573.27	1402.86
573.38	1372.14
573.48	1497.07
573.58	1400.81
573.68	1386.47
573.78	1497.07
573.88	1470.44
573.99	1533.93
574.09	1386.47
574.19	1488.87
574.29	1392.62
574.39	1351.66
574.50	1331.18
574.60	1425.39
574.70	1384.43
574.80	1419.24
574.90	1413.10
575.00	1345.52
575.11	1347.56
575.21	1495.02
575.31	1452.01
575.41	1480.68
575.51	1435.63
575.61	1398.76
575.72	1486.83
575.82	1456.11
575.92	1374.19
576.02	1400.81
576.12	1445.87
576.22	1388.52
576.33	1406.95
576.43	1370.09
576.53	1380.33
576.63	1417.19
576.73	1423.34
576.83	1435.63
576.93	1476.59
577.04	1382.38
577.14	1402.86
577.24	1564.65
577.34	1896.42
577.44	1843.17
577.54	1443.82
577.64	1390.57
577.75	1384.43
577.85	1265.64
577.95	1437.67
578.05	1359.85
578.15	1398.76
578.25	1435.63
578.36	1472.49
578.46	1417.19
578.56	1431.53
578.66	1419.24
578.76	1380.33
578.86	1353.71
578.96	1402.86
579.06	1341.42
579.17	1394.67
579.27	1460.20
579.37	1404.91
579.47	1359.85
579.57	1519.59
579.67	1329.13
579.77	1431.53
579.88	1488.87
579.98	1390.57
580.08	1361.90
580.18	1361.90
580.28	1482.73
580.38	1404.91
580.48	1380.33
580.58	1423.34
580.69	1392.62
580.79	1355.76
580.89	1472.49
580.99	1490.92
581.09	1402.86
581.19	1415.15
581.29	1474.54
581.39	1441.77
581.49	1507.30
581.60	1423.34
581.70	1345.52
581.80	1464.30
581.90	1437.67
582.00	1456.11
582.10	1378.28
582.20	1495.02
582.30	1380.33
582.40	1402.86
582.51	1570.79
582.61	1462.25
582.71	1488.87
582.81	1617.90
582.91	1736.68
583.01	1535.98
583.11	1431.53
583.21	1421.29
583.31	1380.33
583.41	1366.00
583.52	1404.91
583.62	1452.01
583.72	1509.35
583.82	1415.15
583.92	1439.72
584.02	1411.05
584.12	1568.74
584.22	1366.00
584.32	1466.35
584.42	1404.91
584.52	1462.25
584.63	1361.90
584.73	1419.24
584.83	1435.63
584.93	1402.86
585.03	1470.44
585.13	1509.35
585.23	1587.18
585.33	1452.01
585.43	1402.86
585.53	1503.21
585.63	1507.30
585.73	1499.11
585.83	1812.45
585.94	2588.63
586.04	12175.17
586.14	27194.98
586.24	17422.07
586.34	3866.56
586.44	2082.78
586.54	1710.05
586.64	1554.41
586.74	1439.72
586.84	1472.49
586.94	1415.15
587.04	1417.19
587.14	1402.86
587.24	1353.71
587.35	1484.78
587.45	1468.39
587.55	1421.29
587.65	1398.76
587.75	1474.54
587.85	1513.45
587.95	1413.10
588.05	1480.68
588.15	1576.94
588.25	1568.74
588.35	1458.15
588.45	1382.38
588.55	1415.15
588.65	1533.93
588.75	1462.25
588.85	1556.46
588.95	2801.62
589.05	5625.77
589.15	4427.71
589.26	1882.08
589.36	1507.30
589.46	1554.41
589.56	1474.54
589.66	1445.87
589.76	1490.92
589.86	1517.54
589.96	1388.52
590.06	1368.04
590.16	1355.76
590.26	1406.95
590.36	1542.12
590.46	1607.66
590.56	1470.44
590.66	1417.19
590.76	1337.32
590.86	1390.57
590.96	1544.17
591.06	1462.25
591.16	1648.61
591.26	1513.45
591.36	1464.30
591.46	1535.98
591.56	1492.97
591.66	1505.26
591.76	1402.86
591.86	1404.91
591.96	1452.01
592.06	1378.28
592.16	1509.35
592.26	1398.76
592.36	1417.19
592.46	1431.53
592.57	1394.67
592.67	1560.55
592.77	1462.25
592.87	1366.00
592.97	1404.91
593.07	1370.09
593.17	1486.83
593.27	1361.90
593.37	1468.39
593.47	1548.26
593.57	1394.67
593.67	1398.76
593.77	1390.57
593.87	1374.19
593.97	1394.67
594.07	1370.09
594.17	1507.30
594.27	1419.24
594.37	1415.15
594.47	1413.10
594.57	1384.43
594.67	1445.87
594.77	1482.73
594.87	1419.24
594.97	1447.91
595.07	1583.08
595.17	2648.02
595.27	7581.58
595.37	8761.21
595.47	3463.12
595.57	1800.16
595.67	1533.93
595.77	1525.74
595.87	1511.40
595.96	1380.33
596.06	1464.30
596.16	1464.30
596.26	1404.91
596.36	1415.15
596.46	1509.35
596.56	1427.43
596.66	1402.86
596.76	1439.72
596.86	1413.10
596.96	1474.54
597.06	1460.20
597.16	1456.11
597.26	1427.43
597.36	1576.94
597.46	1531.88
597.56	1390.57
597.66	1482.73
597.76	1482.73
597.86	1452.01
597.96	1478.63
598.06	1406.95
598.16	1415.15
598.26	2506.71
598.36	3641.29
598.46	2795.48
598.56	1689.57
598.66	1527.78
598.76	1554.41
598.86	1474.54
598.96	1501.16
599.06	1456.11
599.16	1322.99
599.26	1458.15
599.35	1486.83
599.45	1429.48
599.55	1433.58
599.65	1562.60
599.75	1550.31
599.85	1419.24
599.95	1474.54
600.05	1570.79
600.15	1411.05
600.25	1480.68
600.35	1392.62
600.45	1409.00
600.55	1427.43
600.65	1441.77
600.75	1380.33
600.85	1333.23
600.95	1437.67
601.05	1511.40
601.14	1437.67
601.24	1578.98
601.34	1540.07
601.44	1437.67
601.54	1394.67
601.64	1345.52
601.74	1445.87
601.84	1396.71
601.94	1460.20
602.04	1492.97
602.14	1443.82
602.24	1452.01
602.34	1445.87
602.44	1368.04
602.54	1454.06
602.63	1452.01
602.73	1480.68
602.83	1511.40
602.93	1347.56
603.03	1431.53
603.13	1331.18
603.23	1388.52
603.33	1378.28
603.43	1363.95
603.53	1447.91
603.63	1673.19
603.73	2832.34
603.82	3712.97
603.92	2420.70
604.02	1572.84
604.12	1390.57
604.22	1443.82
604.32	1435.63
604.42	1415.15
604.52	1355.76
604.62	1337.32
604.72	1433.58
604.82	1423.34
604.91	1423.34
605.01	1386.47
605.11	1382.38
605.21	1421.29
605.31	1409.00
605.41	1480.68
605.51	1435.63
605.61	1445.87
605.71	1409.00
605.81	1384.43
605.90	1458.15
606.00	1464.30
606.10	1388.52
606.20	1345.52
606.30	1361.90
606.40	1427.43
606.50	1394.67
606.60	1380.33
606.70	1427.43
606.79	1497.07
606.89	1404.91
606.99	1488.87
607.09	1525.74
607.19	1413.10
607.29	1484.78
607.39	1484.78
607.49	1454.06
607.59	1501.16
607.68	1415.15
607.78	1419.24
607.88	1439.72
607.98	1546.22
608.08	3205.07
608.18	9135.99
608.28	8789.88
608.38	2987.99
608.47	1759.21
608.57	1470.44
608.67	1544.17
608.77	1554.41
608.87	1452.01
608.97	1464.30
609.07	1583.08
609.16	1411.05
609.26	1476.59
609.36	1402.86
609.46	1388.52
609.56	1419.24
609.66	1484.78
609.76	1361.90
609.85	1423.34
609.95	1507.30
610.05	1556.46
610.15	1808.36
610.25	4097.99
610.35	11829.07
610.45	11581.26
610.54	3868.61
610.64	2011.11
610.74	1665.00
610.84	1480.68
610.94	1429.48
611.04	1570.79
611.14	1431.53
611.23	1443.82
611.33	1413.10
611.43	1484.78
611.53	1429.48
611.63	1538.02
611.73	1372.14
611.82	1495.02
611.92	1472.49
612.02	1384.43
612.12	1445.87
612.22	1544.17
612.32	1355.76
612.41	1419.24
612.51	1462.25
612.61	1478.63
612.71	1452.01
612.81	1359.85
612.91	1454.06
613.00	1394.67
613.10	1402.86
613.20	1552.36
613.30	1470.44
613.40	1464.30
613.50	1574.89
613.59	1763.30
613.69	1611.75
613.79	1507.30
613.89	1509.35
613.99	1513.45
614.08	1386.47
614.18	1380.33
614.28	1435.63
614.38	1511.40
614.48	1402.86
614.58	1425.39
614.67	1480.68
614.77	1593.32
614.87	2486.23
614.97	7993.22
615.07	13332.28
615.16	8468.35
615.26	2830.29
615.36	1961.95
615.46	1574.89
615.56	1476.59
615.65	1460.20
615.75	1435.63
615.85	1492.97
615.95	1509.35
616.05	1503.21
616.14	1394.67
616.24	1404.91
616.34	1476.59
616.44	1474.54
616.54	1435.63
616.63	1447.91
616.73	1380.33
616.83	1540.07
616.93	2054.11
617.03	4691.90
617.12	6621.08
617.22	4202.43
617.32	2021.35
617.42	1603.56
617.52	1558.50
617.61	1464.30
617.71	1361.90
617.81	1456.11
617.91	1531.88
618.00	1353.71
618.10	1433.58
618.20	1472.49
618.30	1345.52
618.40	1388.52
618.49	1421.29
618.59	1462.25
618.69	1300.46
618.79	1476.59
618.88	1597.42
618.98	1628.14
619.08	1454.06
619.18	1456.11
619.28	1411.05
619.37	1525.74
619.47	1366.00
619.57	1458.15
619.67	1363.95
619.76	1445.87
619.86	1435.63
619.96	1409.00
620.06	1402.86
620.15	1447.91
620.25	1437.67
620.35	1406.95
620.45	1447.91
620.54	1396.71
620.64	1355.76
620.74	1460.20
620.84	1380.33
620.93	1423.34
621.03	1415.15
621.13	1271.79
621.23	1421.29
621.32	1458.15
621.42	1425.39
621.52	1402.86
621.62	1472.49
621.71	1527.78
621.81	1409.00
621.91	1435.63
622.01	1533.93
622.10	1611.75
622.20	1593.32
622.30	2588.63
622.40	6272.93
622.49	6533.02
622.59	2928.60
622.69	1773.54
622.79	1601.51
622.88	1482.73
622.98	1384.43
623.08	1449.96
623.18	1353.71
623.27	1480.68
623.37	1308.65
623.47	1427.43
623.56	1423.34
623.66	1386.47
623.76	1488.87
623.86	1439.72
623.95	1386.47
624.05	1478.63
624.15	1402.86
624.25	1478.63
624.34	1404.91
624.44	1435.63
624.54	1388.52
624.63	1427.43
624.73	1402.86
624.83	1415.15
624.93	1419.24
625.02	1435.63
625.12	1421.29
625.22	1345.52
625.31	1476.59
625.41	1423.34
625.51	1413.10
625.61	1460.20
625.70	1402.86
625.80	1363.95
625.90	1382.38
625.99	1386.47
626.09	1476.59
626.19	1390.57
626.29	1458.15
626.38	1359.85
626.48	1384.43
626.58	1357.80
626.67	1351.66
626.77	1378.28
626.87	1413.10
626.96	1542.12
627.06	1658.85
627.16	2562.01
627.25	8599.42
627.35	11804.49
627.45	7430.03
627.55	2865.11
627.64	2041.82
627.74	1748.97
627.84	1484.78
627.93	1546.22
628.03	1497.07
628.13	1452.01
628.22	1368.04
628.32	1433.58
628.42	1357.80
628.51	1478.63
628.61	1400.81
628.71	1447.91
628.80	1380.33
628.90	1484.78
629.00	1431.53
629.09	1361.90
629.19	1521.64
629.29	1431.53
629.39	1495.02
629.48	1406.95
629.58	1458.15
629.68	1443.82
629.77	1486.83
629.87	1503.21
629.97	1478.63
630.06	1386.47
630.16	1429.48
630.26	1413.10
630.35	1406.95
630.45	1394.67
630.55	1372.14
630.64	1406.95
630.74	1421.29
630.83	1519.59
630.93	1593.32
631.03	3045.33
631.12	6879.13
631.22	5629.87
631.32	2496.47
631.41	1722.34
631.51	1497.07
631.61	1474.54
631.70	1406.95
631.80	1484.78
631.90	1513.45
631.99	1544.17
632.09	1421.29
632.19	1433.58
632.28	1425.39
632.38	1456.11
632.48	1443.82
632.57	1472.49
632.67	1376.24
632.76	1376.24
632.86	1425.39
632.96	1382.38
633.05	1402.86
633.15	1357.80
633.25	1374.19
633.34	1415.15
633.44	1495.02
633.54	1560.55
633.63	1452.01
633.73	1566.70
633.82	1632.23
633.92	2234.33
634.02	7147.41
634.11	14018.35
634.21	10006.38
634.31	3616.71
634.40	2291.68
634.50	1810.40
634.59	1570.79
634.69	1515.50
634.79	1437.67
634.88	1472.49
634.98	1384.43
635.08	1437.67
635.17	1406.95
635.27	1415.15
635.36	1392.62
635.46	1396.71
635.56	1480.68
635.65	1413.10
635.75	1443.82
635.84	1460.20
635.94	1439.72
636.04	1396.71
636.13	1406.95
