X,CH1,CH4,Start,Increment,
Sequence,Volt,Volt,-6.000000e-01,1.000000e-03
0,-9.80e+00,6.44e-01,
1,-9.80e+00,6.44e-01,
2,-9.80e+00,6.44e-01,
3,-9.80e+00,6.44e-01,
4,-9.80e+00,6.44e-01,
5,-9.80e+00,6.44e-01,
6,-9.60e+00,6.30e-01,
7,-9.60e+00,6.30e-01,
8,-9.80e+00,6.46e-01,
9,-9.80e+00,6.46e-01,
10,-9.60e+00,6.44e-01,
11,-9.60e+00,6.44e-01,
12,-9.80e+00,6.42e-01,
13,-9.80e+00,6.42e-01,
14,-9.60e+00,6.36e-01,
15,-9.60e+00,6.36e-01,
16,-9.80e+00,6.36e-01,
17,-9.80e+00,6.36e-01,
18,-9.60e+00,6.42e-01,
19,-9.60e+00,6.42e-01,
20,-9.80e+00,6.38e-01,
21,-9.80e+00,6.38e-01,
22,-9.80e+00,6.42e-01,
23,-9.80e+00,6.42e-01,
24,-9.80e+00,6.38e-01,
25,-9.80e+00,6.38e-01,
26,-9.80e+00,6.40e-01,
27,-9.80e+00,6.40e-01,
28,-9.80e+00,6.44e-01,
29,-9.80e+00,6.44e-01,
30,-9.80e+00,6.28e-01,
31,-9.80e+00,6.28e-01,
32,-9.80e+00,6.44e-01,
33,-9.80e+00,6.44e-01,
34,-9.80e+00,6.38e-01,
35,-9.80e+00,6.38e-01,
36,-9.80e+00,6.40e-01,
37,-9.80e+00,6.40e-01,
38,-9.80e+00,6.40e-01,
39,-9.80e+00,6.40e-01,
40,-9.80e+00,6.46e-01,
41,-9.80e+00,6.46e-01,
42,-9.80e+00,6.42e-01,
43,-9.80e+00,6.42e-01,
44,-1.00e+01,6.40e-01,
45,-1.00e+01,6.40e-01,
46,-9.80e+00,6.54e-01,
47,-9.80e+00,6.54e-01,
48,-9.80e+00,6.40e-01,
49,-9.80e+00,6.40e-01,
50,-1.00e+01,6.38e-01,
51,-1.00e+01,6.38e-01,
52,-1.00e+01,6.46e-01,
53,-1.00e+01,6.46e-01,
54,-9.80e+00,6.42e-01,
55,-9.80e+00,6.42e-01,
56,-1.00e+01,6.42e-01,
57,-1.00e+01,6.42e-01,
58,-9.80e+00,6.42e-01,
59,-9.80e+00,6.42e-01,
60,-1.00e+01,6.44e-01,
61,-1.00e+01,6.44e-01,
62,-9.80e+00,6.38e-01,
63,-9.80e+00,6.38e-01,
64,-1.02e+01,6.34e-01,
65,-1.02e+01,6.34e-01,
66,-9.60e+00,6.42e-01,
67,-9.60e+00,6.42e-01,
68,-1.00e+01,6.36e-01,
69,-1.00e+01,6.36e-01,
70,-9.80e+00,6.42e-01,
71,-9.80e+00,6.42e-01,
72,-9.60e+00,6.44e-01,
73,-9.60e+00,6.44e-01,
74,-9.80e+00,6.48e-01,
75,-9.80e+00,6.48e-01,
76,-9.80e+00,6.38e-01,
77,-9.80e+00,6.38e-01,
78,-9.40e+00,6.42e-01,
79,-9.40e+00,6.42e-01,
80,-9.80e+00,6.52e-01,
81,-9.80e+00,6.52e-01,
82,-1.00e+01,6.30e-01,
83,-1.00e+01,6.30e-01,
84,-9.60e+00,6.50e-01,
85,-9.60e+00,6.50e-01,
86,-9.60e+00,6.52e-01,
87,-9.60e+00,6.52e-01,
88,-9.80e+00,6.40e-01,
89,-9.80e+00,6.40e-01,
90,-1.00e+01,6.42e-01,
91,-1.00e+01,6.42e-01,
92,-9.80e+00,6.34e-01,
93,-9.80e+00,6.34e-01,
94,-9.80e+00,6.42e-01,
95,-9.80e+00,6.42e-01,
96,-9.60e+00,6.46e-01,
97,-9.60e+00,6.46e-01,
98,-4.80e+00,5.74e-01,
99,-4.80e+00,5.74e-01,
100,6.80e+00,4.42e-01,
101,6.80e+00,4.42e-01,
102,6.80e+00,4.36e-01,
103,6.80e+00,4.36e-01,
104,6.80e+00,4.44e-01,
105,6.80e+00,4.44e-01,
106,6.80e+00,4.50e-01,
107,6.80e+00,4.50e-01,
108,6.80e+00,4.32e-01,
109,6.80e+00,4.32e-01,
110,6.80e+00,4.40e-01,
111,6.80e+00,4.40e-01,
112,6.80e+00,4.40e-01,
113,6.80e+00,4.40e-01,
114,6.60e+00,4.40e-01,
115,6.60e+00,4.40e-01,
116,6.80e+00,4.32e-01,
117,6.80e+00,4.32e-01,
118,6.60e+00,4.32e-01,
119,6.60e+00,4.32e-01,
120,6.60e+00,4.44e-01,
121,6.60e+00,4.44e-01,
122,6.80e+00,4.46e-01,
123,6.80e+00,4.46e-01,
124,6.80e+00,4.50e-01,
125,6.80e+00,4.50e-01,
126,6.60e+00,4.44e-01,
127,6.60e+00,4.44e-01,
128,6.80e+00,4.50e-01,
129,6.80e+00,4.50e-01,
130,6.60e+00,4.42e-01,
131,6.60e+00,4.42e-01,
132,6.60e+00,4.44e-01,
133,6.60e+00,4.44e-01,
134,6.60e+00,4.46e-01,
135,6.60e+00,4.46e-01,
136,6.80e+00,4.44e-01,
137,6.80e+00,4.44e-01,
138,6.80e+00,4.44e-01,
139,6.80e+00,4.44e-01,
140,6.80e+00,4.44e-01,
141,6.80e+00,4.44e-01,
142,6.80e+00,4.34e-01,
143,6.80e+00,4.34e-01,
144,6.60e+00,4.42e-01,
145,6.60e+00,4.42e-01,
146,6.60e+00,4.44e-01,
147,6.60e+00,4.44e-01,
148,6.60e+00,4.44e-01,
149,6.60e+00,4.44e-01,
150,6.80e+00,4.46e-01,
151,6.80e+00,4.46e-01,
152,6.80e+00,4.44e-01,
153,6.80e+00,4.44e-01,
154,6.80e+00,4.42e-01,
155,6.80e+00,4.42e-01,
156,6.80e+00,4.38e-01,
