X,CH1,CH2,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,-6.000000e-01,1.000000e-03
0,0.00e+00,5.00e+01,6.04e-01,
1,0.00e+00,5.00e+01,6.04e-01,
2,0.00e+00,5.20e+01,6.08e-01,
3,0.00e+00,5.20e+01,6.08e-01,
4,0.00e+00,5.20e+01,6.08e-01,
5,0.00e+00,5.20e+01,6.08e-01,
6,0.00e+00,5.20e+01,6.22e-01,
7,0.00e+00,5.20e+01,6.22e-01,
8,0.00e+00,5.20e+01,6.32e-01,
9,0.00e+00,5.20e+01,6.32e-01,
10,-2.00e-01,5.00e+01,6.46e-01,
11,-2.00e-01,5.00e+01,6.46e-01,
12,-2.00e-01,5.20e+01,6.38e-01,
13,-2.00e-01,5.20e+01,6.38e-01,
14,0.00e+00,5.20e+01,6.44e-01,
15,0.00e+00,5.20e+01,6.44e-01,
16,0.00e+00,5.20e+01,6.50e-01,
17,0.00e+00,5.20e+01,6.50e-01,
18,0.00e+00,5.20e+01,6.70e-01,
19,0.00e+00,5.20e+01,6.70e-01,
20,0.00e+00,5.20e+01,6.68e-01,
21,0.00e+00,5.20e+01,6.68e-01,
22,0.00e+00,5.20e+01,6.80e-01,
23,0.00e+00,5.20e+01,6.80e-01,
24,0.00e+00,5.20e+01,6.86e-01,
25,0.00e+00,5.20e+01,6.86e-01,
26,0.00e+00,5.20e+01,6.80e-01,
27,0.00e+00,5.20e+01,6.80e-01,
28,-2.00e-01,5.20e+01,6.86e-01,
29,-2.00e-01,5.20e+01,6.86e-01,
30,0.00e+00,5.20e+01,6.98e-01,
31,0.00e+00,5.20e+01,6.98e-01,
32,0.00e+00,5.20e+01,7.12e-01,
33,0.00e+00,5.20e+01,7.12e-01,
34,-2.00e-01,5.00e+01,7.06e-01,
35,-2.00e-01,5.00e+01,7.06e-01,
36,0.00e+00,5.00e+01,7.08e-01,
37,0.00e+00,5.00e+01,7.08e-01,
38,0.00e+00,5.00e+01,7.16e-01,
